Trial	Numerosity	Disposition	Detailed_Disposition	Subject	Color	Stimulus	AOI	AOI_Scope	AOI_Order	Start_Time_ms	End_Time_ms	Fix_Start_ms	Fix_Dur_ms	Fix_End_ms	Position_X	Position_Y	Aver_Pupil_Size_px_X	Aver_Pupil_Size_px_Y	Aver_Pupil_Diam_mm	Dispersion_X	Dispersion_Y	Eye_LR	Number
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	SB	Local	1	0	7101	2619	66	2685	496.7	42.2	13.8	13.8	4.1	41	25	Left	8
Trial022	1	1	11	21	Cyan	mix9_in_b.png	D	Local	2	0	9637	7169	104	7274	387.6	505.4	12.3	12.3	3.8	19	45	Left	27
Trial004	1	1	11	11	Coral	mix9_in_b.png	D	Local	3	0	12623	1805	262	2067	532.5	489.1	6	6	2.3	42	147	Left	3
Trial022	1	1	11	21	Cyan	mix9_in_b.png	D	Local	8	0	9637	1307	584	1891	492.5	408.7	12.3	12.3	3.7	40	55	Left	8
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	D	Local	8	0	5122	702	392	1094	520.4	393.3	11.6	11.6	3.7	41	42	Left	4
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	D	Local	8	0	5122	4341	296	4637	533.8	397.2	11.8	11.8	3.7	27	29	Left	12
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	TG1	Local	10	0	5122	1172	98	1270	621.3	419.2	12.9	12.9	4.1	33	10	Left	5
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	TG1	Local	10	0	5122	1362	177	1540	669.1	428.4	12.8	12.8	4.1	34	36	Left	6
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	TG1	Local	10	0	5122	2144	544	2689	655.5	432.4	12.5	12.5	4.0	41	38	Left	8
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	TG1	Local	10	0	5122	3337	110	3447	644	429.4	12.2	12.2	3.9	15	24	Left	10
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	0	386	386	551.6	499	4	4	3.69	720	350	Left	1
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	1307	55	1362	681.5	557.4	10.1	10.1	3.4	37	46	Left	2
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	1805	262	2067	532.5	489.1	6	6	2.3	42	147	Left	3
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	2297	344	2641	613.8	413.1	10.4	10.4	3.3	62	39	Left	4
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	4554	86	4640	487.4	366.6	8.9	8.9	3.6	24	43	Left	6
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	5266	61	5328	465.1	300.8	12.2	12.2	3.6	13	15	Left	7
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	6002	81	6084	460	328.6	12.2	12.2	3.8	39	25	Left	8
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	12061	112	12173	694	565.3	13.8	13.8	4.0	14	20	Left	9
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	12221	160	12381	483.6	344.6	13.4	13.4	3.8	29	22	Left	10
Trial004	1	1	11	11	Coral	mix9_in_b.png	RG	Local	11	0	12623	12407	216	12623	474.5	293.1	12.9	12.9	3.7	31	19	Left	11
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	247	107	355	555.7	342.6	12.7	12.7	3.9	11	36	Left	2
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	393	110	503	506.1	192.4	10.8	10.8	3.3	24	39	Left	3
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	777	167	945	451.5	259	10.5	10.5	3.2	31	32	Left	5
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	973	142	1115	483.6	304.5	11.4	11.4	3.5	21	28	Left	6
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	1151	129	1281	483.6	343.9	11.9	11.9	3.7	29	47	Left	7
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	1307	584	1891	492.5	408.7	12.3	12.3	3.7	40	55	Left	8
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	1967	216	2183	480.8	326.7	12.3	12.3	3.7	24	37	Left	9
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	2211	734	2946	506	435.5	12.4	12.4	3.7	40	40	Left	10
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	2994	614	3608	538.8	436.4	12.5	12.5	3.8	38	53	Left	11
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	3630	127	3758	533.9	419	12.4	12.4	3.8	31	35	Left	12
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	4632	137	4770	465.6	340.1	12.1	12.1	3.7	26	32	Left	16
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	4788	250	5039	437	300.9	12.3	12.3	3.8	26	32	Left	17
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	5061	154	5215	448.8	284.1	12.1	12.1	3.8	39	24	Left	18
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	5247	198	5445	465.6	281.1	12.1	12.1	3.7	32	58	Left	19
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	5471	264	5735	483.9	322.9	12.4	12.4	3.8	35	27	Left	20
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	5749	188	5937	481.2	346.4	12.6	12.6	3.9	33	50	Left	21
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	6369	290	6659	452.5	326.4	12.3	12.3	3.8	29	48	Left	24
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	6681	229	6911	486.5	318.4	12.4	12.4	3.8	42	36	Left	25
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	7169	104	7274	387.6	505.4	12.3	12.3	3.8	19	45	Left	27
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	7662	160	7822	465.4	237.6	11.9	11.9	3.6	330	687	Left	29
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	8638	326	8964	473.7	336.8	12.1	12.1	3.7	30	31	Left	34
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	9028	81	9110	554.3	368.8	12.2	12.2	3.7	27	25	Left	35
Trial022	1	1	11	21	Cyan	mix9_in_b.png	RG	Local	11	0	9637	9136	464	9601	542.8	381	12	12	3.7	45	61	Left	36
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	300	61	362	536	415.6	12.3	12.3	3.9	31	20	Left	2
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	388	288	676	492.6	371.8	11.3	11.3	3.6	25	34	Left	3
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	702	392	1094	520.4	393.3	11.6	11.6	3.7	41	42	Left	4
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	1172	98	1270	621.3	419.2	12.9	12.9	4.1	33	10	Left	5
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	1362	177	1540	669.1	428.4	12.8	12.8	4.1	34	36	Left	6
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	1576	530	2106	553.4	408.7	12.7	12.7	4.0	30	30	Left	7
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	2144	544	2689	655.5	432.4	12.5	12.5	4.0	41	38	Left	8
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	2715	504	3219	668	437.6	12.3	12.3	3.9	28	46	Left	9
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	3337	110	3447	644	429.4	12.2	12.2	3.9	15	24	Left	10
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	3481	708	4189	501.1	384.7	12.1	12.1	3.8	57	37	Left	11
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	RG	Local	11	0	5122	4341	296	4637	533.8	397.2	11.8	11.8	3.7	27	29	Left	12
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	2849	94	2943	534.7	176.4	13.5	13.5	4.0	17	12	Left	10
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	2981	73	3055	546.2	206	13.6	13.6	4.0	32	25	Left	11
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	3241	108	3349	559.7	455.5	13.5	13.5	4.0	34	25	Left	12
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	3977	288	4266	563.1	441.2	12.8	12.8	3.8	27	26	Left	13
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	4290	75	4366	549	375	12.9	12.9	3.8	12	39	Left	14
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	4382	244	4626	556.6	433.6	13	13	3.9	28	43	Left	15
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	5014	50	5064	537.6	464.6	12.4	12.4	3.7	21	6	Left	16
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	5752	166	5919	496	295.7	12	12	3.6	35	21	Left	17
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	5937	61	5999	502.7	277	11.9	11.9	3.6	19	14	Left	18
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	6109	188	6297	487.6	324.4	12	12	3.6	32	19	Left	19
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	RG	Local	11	0	7101	6389	65	6455	673.6	455.2	11.9	11.9	3.5	36	28	Left	20
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	545	91	637	555.3	403.8	11.3	11.3	3.3	29	44	Left	1
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	923	126	1049	531	249.6	0	0	3.2	30	38	Left	2
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	1720	219	1939	502.9	323.7	11.3	11.3	3.3	36	24	Left	3
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	2059	55	2115	497.7	230.6	11.1	11.1	3.2	12	27	Left	4
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	2229	174	2403	523	329.6	10.9	10.9	3.2	25	18	Left	5
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	2431	400	2832	500.9	286.2	11.2	11.2	3.3	27	44	Left	6
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	2880	174	3054	657.2	401.2	11.2	11.2	3.3	22	23	Left	7
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	3096	500	3596	523.6	305.2	11.5	11.5	3.4	56	72	Left	8
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	4782	262	5044	533.2	294.8	0	0	2.7	38	25	Left	9
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	5696	125	5821	414.9	326.2	11.5	11.5	3.4	16	23	Left	10
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	5931	230	6161	405.3	297.2	12.1	12.1	3.6	32	66	Left	11
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	6257	80	6337	518.3	316.2	12	12	3.6	23	15	Left	12
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	6377	86	6463	515.4	307.5	11.9	11.9	3.5	26	19	Left	13
Trial004	1	1	11	51	DarkOrange	mix9_in_b.png	RG	Local	11	0	7139	6515	624	7139	684.5	437.7	12	12	3.5	42	41	Left	14
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	3812	110	3922	693.7	365	0	0	3.69	21	13	Left	1
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	4613	894	5507	569.5	349.5	14.9	14.9	4.3	74	61	Left	2
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	6573	69	6643	703.2	368.7	15.6	15.6	4.5	19	13	Left	3
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	7780	700	8480	436.4	426.2	13.7	13.7	3.9	45	32	Left	5
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	8532	141	8674	406.4	304.9	13.6	13.6	3.9	18	16	Left	6
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	9319	320	9639	470.8	223.3	13.4	13.4	3.8	29	42	Left	8
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	10981	806	11788	508.4	263.9	8.6	8.6	4.1	51	48	Left	10
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	11958	80	12038	484.1	204.4	0	0	4.2	35	27	Left	11
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	RG	Local	11	0	13936	13846	89	13936	725.2	322.2	13.8	13.8	4.1	17	17	Left	12
Trial004	1	1	11	11	Coral	mix9_in_b.png	White_Space	Local	12	0	12623	3771	378	4150	0	0	0	0	3.80	0	0	Left	5
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	0	191	192	846.6	526.1	13.1	13.1	4.0	31	35	Left	1
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	531	208	739	478.7	140.5	9.9	9.9	3.0	26	23	Left	4
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	3880	139	4020	493.3	178.3	12.2	12.2	3.7	21	51	Left	13
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	4052	236	4288	473.5	165.2	12.3	12.3	3.7	42	22	Left	14
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	4398	175	4574	371.6	39	11.7	11.7	3.6	54	39	Left	15
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	6049	79	6129	335.4	378.8	12.4	12.4	3.8	28	28	Left	22
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	6257	85	6343	348.7	355.4	12.2	12.2	3.8	25	23	Left	23
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	7061	88	7149	354.6	475.1	12	12	3.7	26	21	Left	26
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	7380	230	7610	242.4	497.5	12.3	12.3	3.8	40	44	Left	28
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	7902	168	8070	569.2	150.3	11.7	11.7	3.6	29	14	Left	30
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	8096	59	8156	507.5	158.9	12.2	12.2	3.7	18	21	Left	31
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	8178	226	8404	511.4	155.6	12.3	12.3	3.8	43	28	Left	32
Trial022	1	1	11	21	Cyan	mix9_in_b.png	White_Space	Local	12	0	9637	8420	90	8510	508.5	159	12	12	3.7	26	35	Left	33
Trial012	1	1	11	31	DarkGoldenrod	mix9_in_b.png	White_Space	Local	12	0	5122	1	194	196	869.3	544.7	13.1	13.1	4.1	22	23	Left	1
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1281	81	1363	458.8	8.5	13	13	3.9	19	24	Left	1
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1407	80	1487	500.6	95.5	12.9	12.9	3.8	12	10	Left	2
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1513	77	1591	518.9	139.9	13	13	3.9	7	32	Left	3
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1737	51	1789	425.3	3.1	13.3	13.3	3.9	22	58	Left	4
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1857	84	1941	455.7	38.9	13.2	13.2	3.9	23	17	Left	5
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	1977	276	2253	457.9	106.4	13.3	13.3	3.9	25	25	Left	6
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	2361	168	2529	491.6	168.5	13.4	13.4	4.0	26	28	Left	7
Trial012	1	1	11	41	DarkKhaki	mix9_in_b.png	White_Space	Local	12	0	7101	2763	57	2821	518.7	117.5	13.4	13.4	4.0	5	18	Left	9
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	White_Space	Local	12	0	13936	7420	308	7728	308	422.2	14	14	4.0	33	29	Left	4
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	White_Space	Local	12	0	13936	8724	173	8898	393.8	236.8	13.3	13.3	3.8	39	30	Left	7
Trial004	1	1	11	61	DarkSalmon	mix9_in_b.png	White_Space	Local	12	0	13936	9739	244	9983	473.7	153.8	13.8	13.8	4.0	40	36	Left	9
Trial010	1	1	12	61	DarkSalmon	mix9_out_b.png	TG2	Local	8	0	8023	1220	264	1484	585.2	287.5	14.2	14.2	4.2	57	82	Left	4
Trial010	1	1	12	61	DarkSalmon	mix9_out_b.png	D	Local	10	0	8023	6200	87	6288	487.2	219.6	13.5	13.5	3.9	19	29	Left	10
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	186	256	443	511.7	546.1	12.3	12.3	3.6	44	44	Left	2
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	543	116	659	396	506.4	11.1	11.1	3.3	21	18	Left	3
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	683	356	1039	413.3	388.6	11.1	11.1	3.2	30	46	Left	4
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	1073	214	1287	401.8	538	11.6	11.6	3.4	16	32	Left	5
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	1335	104	1439	536.1	550.6	11.7	11.7	3.4	18	11	Left	6
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	1595	300	1895	536.4	508.2	12.4	12.4	3.6	30	33	Left	7
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	2718	472	3190	607.8	382.6	12.3	12.3	3.6	37	64	Left	10
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	3226	240	3466	650	472	12.5	12.5	3.6	17	40	Left	11
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	3498	322	3820	630.4	613.6	12.6	12.6	3.7	26	37	Left	12
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	4656	130	4786	638.5	432.3	12.2	12.2	3.6	43	40	Left	14
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	5135	59	5195	519.8	506.6	12.3	12.3	3.7	19	30	Left	15
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	5489	239	5729	397	373	12.2	12.2	3.6	44	56	Left	16
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	5785	246	6031	413.5	376.5	12.1	12.1	3.5	32	33	Left	17
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	6175	188	6363	388	331.6	12	12	3.7	43	72	Left	18
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	6475	78	6553	433.4	390.5	12.2	12.2	3.6	27	37	Left	19
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	6643	79	6723	422.2	384.5	12.1	12.1	3.5	15	18	Left	20
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	6771	54	6825	401	372.2	12.1	12.1	3.5	15	40	Left	21
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	7294	716	8010	391.5	333.6	11.9	11.9	3.5	31	84	Left	22
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	8030	86	8116	393.5	365.2	11.7	11.7	3.4	24	15	Left	23
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	8282	74	8356	426.6	400.3	11.8	11.8	3.5	50	21	Left	24
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	8488	112	8600	387.9	346.9	11.9	11.9	3.6	23	31	Left	25
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	8658	57	8716	438.1	386.7	11.7	11.7	3.5	8	24	Left	26
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	8736	184	8920	436.9	393.8	11.7	11.7	3.5	42	61	Left	27
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	9258	54	9312	395.1	352.1	11.6	11.6	3.4	19	21	Left	28
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	9454	176	9631	446.1	400.3	11.7	11.7	3.4	15	35	Left	29
Trial010	1	1	12	11	Coral	mix9_out_b.png	RG	Local	11	0	10175	9723	452	10175	436.2	413.7	11.9	11.9	3.5	28	45	Left	30
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	172	99	272	492.7	323.9	13.7	13.7	4.2	19	20	Left	2
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	396	53	450	626.8	353.3	10.8	10.8	3.4	28	15	Left	3
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	482	104	586	623.8	355.3	10.2	10.2	3.2	16	33	Left	4
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	676	134	810	627.3	457.3	10	10	3.1	22	42	Left	5
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	864	98	962	517.2	373.4	10.5	10.5	3.2	24	28	Left	6
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	1089	167	1257	398.9	283.3	10.9	10.9	3.3	31	31	Left	7
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	1301	410	1711	415.1	274.9	11.5	11.5	3.5	58	39	Left	8
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	1771	248	2019	514.8	376.7	11.8	11.8	3.6	33	42	Left	9
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	2315	436	2751	509	374.8	11.8	11.8	3.7	65	45	Left	10
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	2777	374	3151	526.2	390.6	12.2	12.2	3.8	57	50	Left	11
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	3183	184	3368	532.9	395.6	12.1	12.1	3.7	37	33	Left	12
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	3446	125	3572	511.7	402.8	12.2	12.2	3.7	38	41	Left	13
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	3658	134	3792	420.5	278.9	12.3	12.3	3.8	35	30	Left	14
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	4208	116	4324	438.3	273.9	12.2	12.2	3.8	36	21	Left	16
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	4404	624	5028	403.4	290.8	12	12	3.7	58	73	Left	17
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	5318	480	5799	388.7	284	11.9	11.9	3.7	50	30	Left	18
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	5849	150	5999	453.1	296.6	11.9	11.9	3.7	28	22	Left	19
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	6055	85	6141	445	296.9	12	12	3.7	34	19	Left	20
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	6185	290	6475	434.7	288.6	11.9	11.9	3.7	62	34	Left	21
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	6551	82	6633	419.9	286.9	12	12	3.7	40	8	Left	22
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	6741	594	7335	433	282.6	11.9	11.9	3.7	56	38	Left	23
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	7391	240	7631	418.2	295.8	12.3	12.3	3.9	74	58	Left	24
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	7801	78	7879	393.7	293.9	11.9	11.9	3.8	16	13	Left	26
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	8302	154	8456	397.5	292.2	12.3	12.3	3.8	23	47	Left	29
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	8574	94	8668	391.7	287.2	12.3	12.3	3.8	12	20	Left	30
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	8688	116	8804	438.2	284.9	12.3	12.3	3.8	32	21	Left	31
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	8828	326	9154	435.3	287.7	12.4	12.4	3.8	41	35	Left	32
Trial010	1	1	12	21	Cyan	mix9_out_b.png	RG	Local	11	0	9468	9258	210	9468	406.6	275.3	12.4	12.4	3.8	30	39	Left	33
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	246	138	384	508.1	397.7	12.5	12.5	4.0	19	22	Left	2
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	418	124	543	658.5	449.2	11.3	11.3	3.6	29	39	Left	3
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	580	127	708	523.5	379.8	10.8	10.8	3.5	24	33	Left	4
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	1003	164	1167	527.4	403.7	12.2	12.2	3.9	19	42	Left	5
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	1191	926	2117	544.3	395.2	12.7	12.7	4.1	55	35	Left	6
Trial019	1	1	12	31	DarkGoldenrod	mix9_out_b.png	RG	Local	11	0	5861	2311	534	2845	397.8	272	13	13	4.2	50	50	Left	7
